4272,2019-08-06,1160,1160,09:00,1108,12:44,1119,754000株,846百万円,-47,-4.03,1121.9円,1300回
4272,2019-08-06,1103,1136,14:18,1097,09:05,1132,904600株,1014百万円,+13,+1.16,1121.026円,1417回
4272,2019-08-07,1121,1139,10:04,1116,12:31,1125,656200株,738百万円,-7,-0.62,1125.329円,923回
4272,2019-08-08,1125,1148,14:16,1121,09:00,1146,689300株,786百万円,+21,+1.87,1140.606円,1238回
4272,2019-08-09,1160,1164,09:00,1150,10:26,1157,958600株,1109百万円,+11,+0.96,1157.086円,1016回
4272,2019-08-13,1137,1146,13:28,1131,09:04,1145,690300株,788百万円,-12,-1.04,1141.192円,989回
4272,2019-08-14,1155,1165,12:30,1146,09:55,1158,625100株,723百万円,+13,+1.14,1156.545円,1189回
4272,2019-08-15,1137,1157,11:24,1130,09:00,1155,535500株,616百万円,-3,-0.26,1149.908円,767回
4272,2019-08-16,1139,1161,14:55,1136,09:00,1158,410500株,474百万円,+3,+0.26,1154.837円,878回
4272,2019-08-19,1180,1181,09:05,1167,09:57,1175,514700株,604百万円,+17,+1.47,1173.539円,950回
4272,2019-08-20,1181,1183,12:30,1170,09:51,1180,478500株,564百万円,+5,+0.43,1178.61円,931回
4272,2019-08-21,1165,1167,09:00,1146,09:14,1162,524100株,606百万円,-18,-1.53,1157.217円,1135回
4272,2019-08-22,1160,1162,09:00,1148,09:49,1158,459700株,532百万円,-4,-0.34,1156.387円,786回
4272,2019-08-23,1153,1165,09:02,1151,10:36,1157,351500株,406百万円,-1,-0.09,1156.243円,712回
4272,2019-08-26,1128,1136,09:07,1124,14:09,1130,664200株,750百万円,-27,-2.33,1129.846円,999回
4272,2019-08-26,1141,1149,10:32,1139,09:00,1148,508500株,583百万円,+18,+1.59,1146.327円,561回
4272,2019-08-28,1150,1155,09:02,1144,09:27,1148,344400株,396百万円,0,0,1148.428円,607回
4272,2019-08-29,1150,1152,09:02,1136,11:04,1145,208500株,239百万円,-3,-0.26,1144.472円,417回
4272,2019-08-30,1150,1163,09:12,1147,10:49,1157,427900株,495百万円,+12,+1.05,1156.044円,533回
4272,2019-09-02,1159,1165,09:00,1151,09:19,1154,582200株,673百万円,-3,-0.26,1156.18円,839回
4272,2019-09-03,1163,1169,09:00,1154,10:47,1160,657400株,763百万円,+6,+0.52,1160.287円,816回
4272,2019-09-03,1150,1157,13:13,1133,09:21,1156,647500株,745百万円,-4,-0.34,1150.255円,1029回
4272,2019-09-05,1193,1232,10:39,1189,09:03,1209,1952000株,2365百万円,+53,+4.58,1211.51円,3274回
4272,2019-09-05,1225,1225,09:00,1197,09:18,1206,783100株,944百万円,-3,-0.25,1205.537円,1509回
4272,2019-09-07,1216,1219,09:00,1206,10:24,1217,438600株,532百万円,+11,+0.91,1214.03円,613回
4272,2019-09-10,1216,1243,14:59,1211,09:23,1241,683400株,841百万円,+24,+1.97,1230.804円,1118回
4272,2019-09-11,1260,1283,14:26,1256,10:33,1280,840900株,1071百万円,+39,+3.14,1273.17円,1290回
4272,2019-09-12,1288,1296,12:49,1280,09:14,1288,648100株,835百万円,+8,+0.63,1288.504円,792回
4272,2019-09-13,1298,1300,14:31,1275,09:18,1297,1161100株,1505百万円,+9,+0.70,1296.377円,803回
4272,2019-09-17,1291,1302,14:07,1280,09:03,1297,615400株,797百万円,0,0,1295.157円,964回
4272,2019-09-17,1297,1304,13:02,1289,09:27,1297,425800株,553百万円,0,0,1297.862円,620回,2302.22億円
4272,2019-09-19,1305,1317,11:24,1300,15:00,1300,489800株,640百万円,+3,+0.23,1305.743円,869回,2307.55億円
4272,2019-09-20,1302,1309,14:59,1294,09:11,1307,575200株,750百万円,+7,+0.54,1303.832円,901回,2319.97億円
4272,2019-09-24,1293,1315,09:36,1293,09:00,1300,423900株,553百万円,-7,-0.54,1304.313円,801回,2307.55億円
4272,2019-09-25,1296,1298,12:30,1285,09:51,1294,421700株,545百万円,-6,-0.46,1293.266円,581回,2296.90億円
4272,2019-09-26,1312,1319,12:32,1302,14:57,1308,493300株,647百万円,+14,+1.08,1310.844円,1027回,2321.75億円
4272,2019-09-27,1284,1293,09:04,1279,09:40,1289,419300株,540百万円,-19,-1.45,1286.809円,651回,2288.02億円
4272,2019-09-30,1297,1303,10:46,1280,09:02,1290,471900株,609百万円,+1,+0.08,1290.509円,558回,2289.80億円
4272,2019-10-01,1284,1304,09:16,1284,09:00,1296,422700株,548百万円,+6,+0.47,1296.573円,789回,2300.45億円
4272,2019-10-02,1284,1305,12:30,1282,09:11,1297,438100株,568百万円,+1,+0.08,1296.191円,762回,2302.22億円
4272,2019-10-03,1267,1285,09:19,1267,09:00,1276,526900株,672百万円,-21,-1.62,1274.634円,993回,2264.95億円
4272,2019-10-04,1277,1284,09:00,1269,12:30,1282,428900株,549百万円,+6,+0.47,1278.934円,718回,2275.60億円
4272,2019-10-07,1275,1281,09:00,1266,11:17,1272,338400株,430百万円,-10,-0.78,1271.941円,671回,2257.85億円
4272,2019-10-08,1280,1293,09:06,1276,10:46,1278,347600株,445百万円,+6,+0.47,1280.796円,707回,2268.50億円
4272,2019-10-09,1265,1281,10:17,1262,09:04,1276,244600株,312百万円,-2,-0.16,1275.482円,515回,2264.95億円
4272,2019-10-10,1282,1288,11:30,1261,09:30,1282,348700株,446百万円,+6,+0.47,1278.94円,733回,2275.60億円
4272,2019-10-11,1298,1299,14:13,1278,09:09,1297,494700株,641百万円,+15,+1.17,1295.698円,661回,2302.22億円
4272,2019-10-15,1325,1337,11:30,1317,09:36,1322,397800株,526百万円,+25,+1.93,1323.025円,705回,2346.60億円
4272,2019-10-16,1347,1358,09:09,1328,14:59,1332,473400株,632百万円,+10,+0.76,1335.754円,935回,2364.35億円
4272,2019-10-17,1336,1337,09:10,1315,15:00,1315,448600株,593百万円,-17,-1.28,1320.872円,815回,2334.17億円
4272,2019-10-18,1321,1336,11:08,1316,09:00,1322,322100株,426百万円,+7,+0.53,1323.097円,561回,2346.60億円
4272,2019-10-21,1328,1343,09:57,1324,09:03,1332,316000株,422百万円,+10,+0.76,1334.5円,548回,2364.35億円
4272,2019-10-23,1340,1344,14:53,1323,10:19,1341,296800株,397百万円,+9,+0.68,1336.324円,735回,2380.32億円
4272,2019-10-24,1350,1352,09:01,1340,09:08,1344,314200株,423百万円,+3,+0.22,1345.253円,594回,2385.65億円
4272,2019-10-25,1336,1343,09:00,1322,09:54,1335,445400株,594百万円,-9,-0.67,1332.674円,755回,2369.67億円
4272,2019-10-28,1342,1347,09:01,1334,10:40,1335,242700株,324百万円,0,0,1336.609円,420回,2369.67億円
